62,19,1901,1901069,N,3,SMP NEGERI TERBUKA PANAKKUKANG,JLN. BATUA RAYA NO. 1,KECAMATAN PANAKKUKANG,90233,0411 493722
63,19,1901,1901070,S,1,SMP WAHYU,JLN. ABD.DG. SIRUA NO. 3,KECAMATAN PANAKKUKANG,90233,0411 442007
64,19,1901,1901071,S,1,SMP SANUR,JLN. ABDULLAH DG SIRUA,KECAMATAN,90233,0411 491043
65,19,1901,1901072,S,1,SMP ADDARAEN,JLN. SULTAN ALAUDDIN,KECAMATAN TAMALATE,90221,0411 881505
66,19,1901,1901073,S,1,SMP KARTIKA XX-2 WIRABUANA,JL. URIP SUMOHARJO KM. 4 ASWIP(PAMPANG),KECAMATAN PANAKKUKANG,90231,0411 437204
67,19,1901,1901074,S,1,SMP BAWAKARAENG MAKASSAR,JL. MACCINI RAYA NO.,KECAMATAN MAKASSAR,90216,0411 432926
68,19,1901,1901075,S,1,SMP KARTINI MAKASSAR,JLN. URIP SUMOHARJO LR. 4 NO. 18,KECAMATAN PANAKKUKANG,90216,0411 448776
69,19,1901,1901076,S,1,SMP ISLAMIYAH BONTOALA,JL. KANDEA NO.2 / 127,KECAMATAN BONTOALA,90142,0411 3653612
70,19,1901,1901077,N,1,SMP NEGERI 33 MAKASSAR,JLN. TAMALATE 8 NO 1 PEUMNAS,KECAMATAN RAPPOCINI,90222,0411 869885
71,19,1901,1901078,N,1,SMP NEGERI 13 MAKASSAR,JLN. TAMALATE VI NO. 2 PERUMNAS,KECAMATAN RAPPOCINI,90233,0411 862232
72,19,1901,1901079,N,1,SMP NEGERI 21 MAKASSAR,JLN. TALASALAPANG KOMP. MINASA UPA,KECAMATAN RAPPOCINI,90221,0411 5047657
73,19,1901,1901082,S,1,SMP NUR KARYA TIDUNG MAKASSAR,JLN. LETJEN HERTASNING NO. 1,KECAMATAN RAPPOCINI,90233,0411 862487
74,19,1901,1901083,S,1,SMP PERSADA,JL.MERANTI NO.1,PANAKKUKANG,90221,0411 434084
75,19,1901,1901084,S,1,SMP ILHAM MAKASSAR,JLN. TODDOPULI VI NO. 41,KECAMATAN MANGGALA,90233,0411 422117
76,19,1901,1901085,S,1,SMP UNISMUH MAKASSAR,JL.SULTAN ALAUDDIN,KECAMATAN RAPPOCINI,90234,0411 8221550
77,19,1901,1901086,S,1,SMP IT ALBIRUNI,"JL.A.P.PETTARANI, RUKO DIAMOND NO.12-14",PANAKKUKANG,90233,0411 5262654
78,19,1901,1901087,N,1,SMP NEGERI 12 MAKASSAR,KOMPLEKS PERUM UNHAS,KECAMATAN TAMALANREA,90245,0411 587181
79,19,1901,1901088,N,1,SMP NEGERI 30 MAKASSAR,KOMPLEKS PERUMNAS BTP,KECAMATAN TAMALANREA,90245,0411 587181
80,19,1901,1901089,N,1,SMP NEGERI 11 MAKASSAR,JL. KAPASA RAYA,KECAMATAN BIRINGKANAYA,90193,0411 514192
81,19,1901,1901090,N,3,SMP NEGERI TERBUKA BIRINGKANAYA,KOMPLEKS PERUMNAS BTP,KECAMATAN TAMALANREA,90245,0411 587181
82,19,1901,1901091,S,1,SMP PESANTREN IMMIM MAKASSAR,JL. PERINTIS KEMERDEKAAN KM 10,KECAMATAN TAMALANREA,90245,0411 585520
83,19,1901,1901092,S,1,SMP COKRO TAMALANREA,JL. PERINTIS KEMERDEKAAN KM 11,KECAMATAN TAMALANREA,90245,0411 583356
84,19,1901,1901093,S,1,SMP AL BAYAN,JL. TAMALANREA RAYA BTP BLOK M. NO 26,KECAMATAN TAMALANREA,90245,0411 584954
85,19,1901,1901094,S,1,SMP KRISTEN ELIM,JL.PERINTIS KEMERDEKAAN KM.11 NO.100,KECAMATAN MAKASSAR,90142,0411 4773744
86,19,1901,1901095,S,1,SMP MUHAMMADIYAH 9 MAKASSAR,JL.PACCERAKKANG NO. 130,Kecamatan Biringkanaya,90241,0411 5779613
87,19,1901,1901096,N,1,SMP NEGERI 35 MAKASSAR,JLN. TELEGRAPH UTAMA NO. 1 KOMP TELKOMAS MAKASSAR,KECAMATAN BIRINGKANAYA,90242,0411 588775
88,19,1901,1901097,N,1,SMP NEGERI 9 MAKASSAR,JLN. PROF DR. IR SUTAMI NO. 26,KECAMATAN BIRINGKANAYA,90243,0411 514274
89,19,1901,1901098,N,1,SMP NEGERI 31 MAKASSAR,JLN. PROF.DR.IR. SUTAMI,KECAMATAN BIRINGKANAYA,90221,0411 514368
90,19,1901,1901099,N,1,SMP NEGERI 14 MAKASSAR,JLN. ASRAMA HAJI SUDIANG,KECAMATAN BIRINGKANAYA,90242,0411 553626
91,19,1901,1901100,S,1,SMP PESANTREN PUTERI UMMUL MUKMININ,JLN. KH. A.JABBAR ASHIRY,KECAMATAN BIRINGKANAYA,90242,0411 4813035
92,19,1901,1901101,S,1,SMP BUQ ATUN MUBARAKAH,JLN. KHA.DJABBAR ASHIRY NO. 1,KECAMATAN BIRINGKANAYA,90243,0411 4813169
93,19,1901,1901104,N,1,SMP NEGERI 18 MAKASSAR,JLN. DG. TATA KOMP. HARTACO INDAH,KECAMATAN TAMALATE,90224,0411 865012
94,19,1901,1901105,N,3,SMP NEGERI TERBUKA TAMALATE,JLN. DG. TATA KOMP. HARTACO INDAH,KECAMATAN TAMALATE,90224,0411 865012
95,19,1901,1901106,S,1,SMP TAMALATEA MAKASSAR,JL. DANGKO NO. 8,KECAMATAN TAMALATE,90224,0411 852730
96,19,1901,1901107,S,1,SMP KARTIKA XX-3 MAKASSAR,JLN. LETJEN POL. MAPPAOUDANG ASR-YON ARMED,KECAMATAN TAMALATE,90223,0411 837141
97,19,1901,1901108,S,1,SMP YAPEND BUNGAYA,JLN. KUMALA NO. 110,KECAMATAN TAMALATE,90223,0411 836307
98,19,1901,1901109,S,1,SMP NASIONAL,JLN. DR. RATULANGI NO. 84 MAKASSAR,KECAMATAN MARISO,90125,0411 871427
99,19,1901,1901110,S,1,SMP SATRIA,JLN. VETERAN SELATAN NO. 316,KECAMATAN MAMAJANG,90133,0411 874780
100,19,1901,1901111,N,1,SMP NEGERI 23 MAKASSAR,JL. PACCINANG RAYA NO. 35 B,KECAMATAN PANAKKUKANG,90233,0411 445388
101,19,1901,1901112,S,1,SMP KEMALA BHAYANGKARI MAKASSAR,JLN.URIP SUMOHARJO (ASPOL PANAIKKANG),KECAMATAN PANAKKUKANG,90231,0411 444040
102,19,1901,1901113,S,1,SMP HARAPAN BHAKTI MAKASSAR,JLN. BORONG RAYA ( KAMPUS STIKI ),KECAMATAN PANAKKUKANG,90234,0411 
103,19,1901,1901114,S,1,SMP MAHA PUTRA TELLO,JL. PACCINANG RAYA NO. 1 MAKASSAR,KECAMATAN PANAKKUKANG,90233,0411 445738
104,19,1901,1901115,S,1,SMP RAMA SEJAHTERA,JL.RACING CENTER 2 NO.17,KECAMATAN PANAKKUKANG,90231,0411 440291
105,19,1901,1901116,S,1,SMP TUNAS HARAPAN MALAKA,JL. BONTO BILA 12 NO. 2A,PANAKKUKANG,90233,0411 
106,19,1901,1901117,S,1,SMP COKROAMINOTO RAPPOKALLING,JLN. DG. REGGE NO. RW.I RT. J,KECAMATAN TALLO,90216,0411 446043
107,19,1901,1901118,S,1,SMP KRISTEN FILADELFIA,KOMP. GOLDEN PARK (AZALEA),Kec.Panakkukang,9,0411 4664004
108,19,1901,1901119,S,1,SMP DHARMA YADI MAKASSAR,JLN. SUKARIA NO.,KECAMATAN PANAKKUKANG,90231,0411 456735
109,19,1901,1901120,S,1,SMP RAIDERS,JLN. PETTARANI IV. NO. 61,KECAMATAN PANAKKUKANG,90231,0411 459470
110,19,1901,1901121,S,1,SMP TUT WURI HANDAYANI,JLN.A.P.PETTARANI II LR.3 NO.4,KECAMATAN PANAKKUKANG,90231,0411 443982
111,19,1901,1901122,S,1,SMP MULIA BHAKTI,JL.KELAPA TIGA,KECAMATAN MAKASSAR,90216,0411 448400
112,19,1901,1901123,S,1,SMP SARIBUANA MAKASSAR,JLN. PELITA RAYA NO. 2B,KECAMATAN RAPPOCINI,90222,0411 443925
113,19,1901,1901124,N,1,SMP NEGERI 19 MAKASSAR,JLN. TAMANGAPA RAYA III/35 MAKASSAR,KECAMATAN MANGGALA,90235,0411 492912
114,19,1901,1901125,N,1,SMP NEGERI 17 MAKASSAR,JLN. TAMANGAPA RAYA V/5 MAKASSAR,KECAMATAN MANGGALA,90235,0411 462973
115,19,1901,1901126,N,1,SMP NEGERI 20 MAKASSAR,JLN. INSPEKSI PAM NO. 20,KECAMATAN MANGGALA,90234,0411 495715
116,19,1901,1901127,S,1,SMP ISLAM TERPADU WAHDAH ISLAMIYAH,JL. Antang Raya N.48 Makassar,KECAMATAN MANGGALA,90234,0411 493607
117,19,1901,1901128,S,1,SMP MAKASSAR MULYA,JLN. TAMANGAPA RAYA NO. 258 MAKASSAR,KECAMATAN MANGGALA,90235,0411 491286
118,19,1901,1901129,S,1,SMP MANDIRI MAKASSAR,JL. BORONG RAYA V NO. 3 MAKASSAR,KECAMATAN MANGGALA,90233,0411 4880127
119,19,1901,1901130,S,1,SMP  SWASTA PRIMA KARYA MAKASSAR,JL. MOHA NO.4A,KECAMATAN MANGGALA,90233,0411 0411495
120,19,1901,1901131,N,1,SMP NEGERI 25 MAKASSAR,KOMP. BTN DWI DHARMA SUDIANG MAKASSAR,KECAMATAN BIRINGKANAYA,90242,0411 515363
121,19,1901,1901132,N,1,SMP NEGERI 32 MAKASSAR,JLN. DAENG RAMANG KELURAHAN SUDIANG MAKASSAR,KECAMATAN BIRINGKANAYA,90245,0411 514685
122,19,1901,1901133,N,1,SMP NEGERI 34 MAKASSAR,JLN. TERPEDO 3 MANNURUKI,KECAMATAN BIRINGKANAYA,90243,0411 4721041
123,19,1901,1901134,N,1,SMP NEGERI 16 MAKASSAR,JLN. GOARIA SUDIANG,KECAMATAN BIRINGKANAYA,90115,0411 310036
124,19,1901,1901135,N,1,SMP NEGERI 36 MAKASSAR,JLN. GOA RIA LAIKANG KELURAHAN SUDIANG MAKASSAR,KECAMATAN BIRINGKANAYA,90242,0411 555968
125,19,1901,1901136,S,1,SMP ULUL ALBAB,JL.DG.RAMMANG NO.102,KECAMATAN BIRINGKANAYA,90235,0411 513219
126,19,1901,1901137,S,1,SMP IT AL INSYIRAH,JL. PACCERAKKANG NO. 157E,KEC. BIRINGKANAYA,90235,0411 510964
127,19,1901,1901138,S,1,SMP ISLAM TERPADU AR - RAHMAH,JL. PAJJAIANG NO. 39 A,BIRINGKANAYA,90242,0411 510237
128,19,1901,1901139,N,1,SMP NEGERI 10 MAKASSAR,JLN. ANDI TADDE NO. 5 MAKASSAR,KECAMATAN BONTOALA,90152,0411 452787
129,19,1901,1901140,S,1,SMP MUHAMMADIYAH 1 MAKASSAR,JLN. MACCINI SAWAH 1/12,KECAMATAN MAKASSAR,90144,0411 453356
130,19,1901,1901141,S,1,SMP MUHAMMADIYAH 2 MAKASSAR,JL.SABUTUNG BARU NO.12,UJUNG TANAH,90162,0411 455844
131,19,1901,1901142,S,1,SMP MUHAMMADIYAH 3,JLN. KAPOPOSANG NO. 2,KECAMATAN BONTOALA,90157,0411 319505
