220,220,2018/2019,3,35,52.50,21.00,21.00,5.25,5.25,105.00
221,221,2018/2019,3,35,52.50,21.00,21.00,5.25,5.25,105.00
222,222,2018/2019,2,35,35.00,14.00,14.00,3.50,3.50,70.00
223,223,2018/2019,12,35,210.00,84.00,84.00,21.00,21.00,420.00
224,224,2018/2019,9,35,157.50,63.00,63.00,15.75,15.75,315.00
225,225,2018/2019,9,35,157.50,63.00,63.00,15.75,15.75,315.00
226,226,2018/2019,5,35,87.50,35.00,35.00,8.75,8.75,175.00
227,227,2018/2019,7,35,122.50,49.00,49.00,12.25,12.25,245.00
228,228,2018/2019,5,35,87.50,35.00,35.00,8.75,8.75,175.00
229,229,2018/2019,6,35,105.00,42.00,42.00,10.50,10.50,210.00
230,230,2018/2019,7,35,122.50,49.00,49.00,12.25,12.25,245.00
231,231,2018/2019,5,35,87.50,35.00,35.00,8.75,8.75,175.00
232,232,2018/2019,5,35,87.50,35.00,35.00,8.75,8.75,175.00
233,233,2018/2019,5,35,87.50,35.00,35.00,8.75,8.75,175.00
234,234,2018/2019,10,35,175.00,70.00,70.00,17.50,17.50,350.00
235,235,2018/2019,10,35,175.00,70.00,70.00,17.50,17.50,350.00
236,236,2018/2019,7,35,122.50,49.00,49.00,12.25,12.25,245.00
237,237,2018/2019,7,35,122.50,49.00,49.00,12.25,12.25,245.00
238,238,2018/2019,5,35,87.50,35.00,35.00,8.75,8.75,175.00
239,239,2018/2019,6,35,105.00,42.00,42.00,10.50,10.50,210.00
240,240,2018/2019,6,35,105.00,42.00,42.00,10.50,10.50,210.00
241,241,2018/2019,5,35,87.50,35.00,35.00,8.75,8.75,175.00
242,242,2018/2019,3,35,52.50,21.00,21.00,5.25,5.25,105.00
243,243,2018/2019,4,35,70.00,28.00,28.00,7.00,7.00,140.00
244,244,2018/2019,4,35,70.00,28.00,28.00,7.00,7.00,140.00
245,245,2018/2019,10,35,175.00,70.00,70.00,17.50,17.50,350.00
246,246,2018/2019,10,35,175.00,70.00,70.00,17.50,17.50,350.00
247,247,2018/2019,10,35,175.00,70.00,70.00,17.50,17.50,350.00
248,248,2018/2019,7,35,122.50,49.00,49.00,12.25,12.25,245.00
249,249,2018/2019,10,35,175.00,70.00,70.00,17.50,17.50,350.00
250,250,2018/2019,5,35,87.50,35.00,35.00,8.75,8.75,175.00
251,251,2018/2019,4,35,70.00,28.00,28.00,7.00,7.00,140.00
252,252,2018/2019,4,35,70.00,28.00,28.00,7.00,7.00,140.00
253,253,2018/2019,4,35,70.00,28.00,28.00,7.00,7.00,140.00
254,254,2018/2019,4,35,70.00,28.00,28.00,7.00,7.00,140.00
255,255,2018/2019,4,35,70.00,28.00,28.00,7.00,7.00,140.00
256,256,2018/2019,3,35,52.50,21.00,21.00,5.25,5.25,105.00
257,257,2018/2019,12,35,210.00,84.00,84.00,21.00,21.00,420.00
258,258,2018/2019,12,35,210.00,84.00,84.00,21.00,21.00,420.00
259,259,2018/2019,7,35,122.50,49.00,49.00,12.25,12.25,245.00
260,260,2018/2019,12,35,210.00,84.00,84.00,21.00,21.00,420.00
261,261,2018/2019,10,35,175.00,70.00,70.00,17.50,17.50,350.00
262,262,2018/2019,4,35,70.00,28.00,28.00,7.00,7.00,140.00
263,263,2018/2019,8,35,140.00,56.00,56.00,14.00,14.00,280.00
264,264,2018/2019,3,35,52.50,21.00,21.00,5.25,5.25,105.00
265,265,2018/2019,7,35,122.50,49.00,49.00,12.25,12.25,245.00
266,266,2018/2019,10,35,175.00,70.00,70.00,17.50,17.50,350.00
267,267,2018/2019,10,35,175.00,70.00,70.00,17.50,17.50,350.00
268,268,2018/2019,5,35,87.50,35.00,35.00,8.75,8.75,175.00
269,269,2018/2019,5,35,87.50,35.00,35.00,8.75,8.75,175.00
270,270,2018/2019,4,35,70.00,28.00,28.00,7.00,7.00,140.00
271,271,2018/2019,7,35,122.50,49.00,49.00,12.25,12.25,245.00
272,272,2018/2019,1,35,17.50,7.00,7.00,1.75,1.75,35.00
273,273,2018/2019,3,35,52.50,21.00,21.00,5.25,5.25,105.00
274,274,2018/2019,2,35,35.00,14.00,14.00,3.50,3.50,70.00
275,275,2018/2019,2,35,35.00,14.00,14.00,3.50,3.50,70.00
276,276,2018/2019,11,35,192.50,77.00,77.00,19.25,19.25,385.00
277,277,2018/2019,9,35,157.50,63.00,63.00,15.75,15.75,315.00
278,278,2018/2019,9,35,157.50,63.00,63.00,15.75,15.75,315.00
279,279,2018/2019,11,35,192.50,77.00,77.00,19.25,19.25,385.00
280,280,2018/2019,7,35,122.50,49.00,49.00,12.25,12.25,245.00
281,281,2018/2019,7,35,122.50,49.00,49.00,12.25,12.25,245.00
282,282,2018/2019,6,35,105.00,42.00,42.00,10.50,10.50,210.00
283,283,2018/2019,8,35,140.00,56.00,56.00,14.00,14.00,280.00
284,284,2018/2019,6,35,105.00,42.00,42.00,10.50,10.50,210.00
285,285,2018/2019,6,35,105.00,42.00,42.00,10.50,10.50,210.00
286,286,2018/2019,9,35,157.50,63.00,63.00,15.75,15.75,315.00
287,287,2018/2019,3,35,52.50,21.00,21.00,5.25,5.25,105.00
288,288,2018/2019,5,35,87.50,35.00,35.00,8.75,8.75,175.00
289,289,2018/2019,3,35,52.50,21.00,21.00,5.25,5.25,105.00
290,290,2018/2019,3,35,52.50,21.00,21.00,5.25,5.25,105.00
291,291,2018/2019,4,35,70.00,28.00,28.00,7.00,7.00,140.00
292,292,2018/2019,4,35,70.00,28.00,28.00,7.00,7.00,140.00
293,293,2018/2019,5,35,87.50,35.00,35.00,8.75,8.75,175.00
294,294,2018/2019,2,35,35.00,14.00,14.00,3.50,3.50,70.00
295,295,2018/2019,10,35,175.00,70.00,70.00,17.50,17.50,350.00
296,296,2018/2019,7,35,122.50,49.00,49.00,12.25,12.25,245.00
297,297,2018/2019,9,35,157.50,63.00,63.00,15.75,15.75,315.00
298,298,2018/2019,8,35,140.00,56.00,56.00,14.00,14.00,280.00
299,299,2018/2019,8,35,140.00,56.00,56.00,14.00,14.00,280.00
300,300,2018/2019,5,35,87.50,35.00,35.00,8.75,8.75,175.00
301,301,2018/2019,4,35,70.00,28.00,28.00,7.00,7.00,140.00
302,302,2018/2019,5,35,87.50,35.00,35.00,8.75,8.75,175.00
303,303,2018/2019,6,35,105.00,42.00,42.00,10.50,10.50,210.00
304,304,2018/2019,3,35,52.50,21.00,21.00,5.25,5.25,105.00
305,305,2018/2019,2,35,35.00,14.00,14.00,3.50,3.50,70.00
306,306,2018/2019,2,35,35.00,14.00,14.00,3.50,3.50,70.00
307,307,2018/2019,2,35,35.00,14.00,14.00,3.50,3.50,70.00
308,308,2018/2019,10,35,175.00,70.00,70.00,17.50,17.50,350.00
309,309,2018/2019,10,35,175.00,70.00,70.00,17.50,17.50,350.00
310,310,2018/2019,8,35,140.00,56.00,56.00,14.00,14.00,280.00
311,311,2018/2019,9,35,157.50,63.00,63.00,15.75,15.75,315.00
312,312,2018/2019,8,35,140.00,56.00,56.00,14.00,14.00,280.00
313,313,2018/2019,6,35,105.00,42.00,42.00,10.50,10.50,210.00
314,314,2018/2019,10,35,175.00,70.00,70.00,17.50,17.50,350.00
315,315,2018/2019,8,35,140.00,56.00,56.00,14.00,14.00,280.00
316,316,2018/2019,7,35,122.50,49.00,49.00,12.25,12.25,245.00
317,317,2018/2019,6,35,105.00,42.00,42.00,10.50,10.50,210.00
318,318,2018/2019,4,35,70.00,28.00,28.00,7.00,7.00,140.00
319,319,2018/2019,5,35,87.50,35.00,35.00,8.75,8.75,175.00
320,320,2018/2019,3,35,52.50,21.00,21.00,5.25,5.25,105.00
321,321,2018/2019,12,35,210.00,84.00,84.00,21.00,21.00,420.00
322,322,2018/2019,12,35,210.00,84.00,84.00,21.00,21.00,420.00
323,323,2018/2019,10,35,175.00,70.00,70.00,17.50,17.50,350.00
324,324,2018/2019,6,35,105.00,42.00,42.00,10.50,10.50,210.00
325,325,2018/2019,4,35,70.00,28.00,28.00,7.00,7.00,140.00
326,326,2018/2019,6,35,105.00,42.00,42.00,10.50,10.50,210.00
327,327,2018/2019,4,35,70.00,28.00,28.00,7.00,7.00,140.00
328,328,2018/2019,2,35,35.00,14.00,14.00,3.50,3.50,70.00
329,329,2018/2019,2,35,35.00,14.00,14.00,3.50,3.50,70.00
